Ruta,Label
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (39).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (416).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (335).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (394).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (546).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (628).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (287).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (159).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (296).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (404).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (108).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (422).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (516).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (430).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (431).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (9).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (566).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (36).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (408).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (101).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (536).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (234).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (429).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (294).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (604).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (193).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (151).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (4).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (479).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (83).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (38).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (229).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (553).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (315).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (157).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (262).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (54).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (345).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (492).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (437).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (94).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (619).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (42).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (129).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (356).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (391).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (332).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (62).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (531).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (395).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (470).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (323).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (439).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (581).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (426).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (511).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (453).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (261).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (285).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (186).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (561).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (171).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (120).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (365).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (235).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (140).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (476).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (606).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (495).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (216).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (238).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (228).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (161).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (508).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (72).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (148).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (518).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (624).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (383).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (424).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (91).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (425).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (205).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (461).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (523).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (389).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (600).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (555).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (608).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (577).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (69).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (53).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (257).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (512).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (116).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (384).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (388).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (210).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (530).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (474).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (283).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (284).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (550).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (524).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (617).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (507).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (506).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (529).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (277).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (447).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (272).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (318).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (499).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (585).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (355).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (337).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (557).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (319).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (491).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (473).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (48).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (342).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (280).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (218).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (618).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (240).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (411).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (61).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (459).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (24).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (468).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (376).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (542).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (99).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (119).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (191).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (310).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (477).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (89).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (344).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (68).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (456).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (181).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (121).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (231).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (169).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (569).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (30).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (414).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (292).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (297).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (563).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (409).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (203).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (469).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (333).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (343).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (517).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (70).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (556).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (268).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (237).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (47).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (537).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (374).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (367).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (125).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (141).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (485).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (347).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (407).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (626).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (358).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (242).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (401).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (405).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (403).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (571).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (364).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (93).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (627).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (363).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (2).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (515).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (290).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (76).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (66).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (150).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (247).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (19).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (28).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (613).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (179).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (208).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (3).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (14).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (620).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (88).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (465).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (597).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (417).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (170).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (59).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (598).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (266).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (400).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (168).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (211).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (16).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (324).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (255).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (307).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (254).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (22).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (301).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (326).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (111).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (500).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (349).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (246).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (200).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (133).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (219).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (308).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (462).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (560).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (58).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (100).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (565).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (15).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (288).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (162).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (488).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (586).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (329).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (582).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (328).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (198).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (156).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (194).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (509).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (167).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (532).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (442).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (599).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (214).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (41).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (149).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (176).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (44).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (454).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (574).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (386).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (427).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (250).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (591).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (412).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (489).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (271).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (77).JPG,Apple_scab
