Ruta,Label
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (249).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (403).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (614).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (139).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (268).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (336).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (600).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (360).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (290).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (153).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (590).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (176).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (5).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (366).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (557).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (401).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (16).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (119).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (299).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (225).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (67).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (349).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (266).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (407).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (549).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (276).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (52).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (39).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (457).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (608).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (548).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (323).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (61).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (368).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (7).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (230).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (309).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (533).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (237).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (28).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (115).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (397).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (277).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (420).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (545).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (423).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (584).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (106).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (593).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (536).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (255).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (352).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (167).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (231).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (212).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (75).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (281).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (300).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (554).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (440).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (461).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (116).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (181).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (8).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (390).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (34).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (311).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (224).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (496).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (209).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (490).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (202).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (421).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (80).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (507).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (263).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (98).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (585).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (579).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (120).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (577).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (495).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (477).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (478).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (97).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (60).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (124).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (508).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (19).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (563).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (140).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (90).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (396).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (56).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (375).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (460).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (603).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (13).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (30).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (129).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (185).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (500).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (453).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (210).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (226).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (538).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (448).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (502).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (583).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (497).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (520).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (148).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (542).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (589).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (594).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (126).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (130).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (620).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (6).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (476).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (466).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (428).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (596).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (615).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (537).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (282).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (100).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (217).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (459).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (380).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (463).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (329).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (518).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (89).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (82).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (49).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (191).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (556).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (434).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (446).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (338).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (162).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (566).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (286).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (612).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (112).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (132).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (125).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (567).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (158).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (391).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (452).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (9).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (522).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (528).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (331).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (228).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (287).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (447).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (505).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (591).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (128).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (74).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (194).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (464).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (479).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (544).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (353).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (439).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (465).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (145).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (373).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (357).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (73).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (351).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (580).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (283).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (47).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (387).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (376).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (121).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (430).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (364).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (111).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (345).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (471).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (510).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (304).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (551).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (535).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (12).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (531).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (33).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (435).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (66).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (245).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (437).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (559).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (303).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (332).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (519).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (288).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (374).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (314).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (503).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (441).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (610).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (241).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (220).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (261).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (312).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (46).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (144).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (333).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (588).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (578).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (409).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (315).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (486).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (45).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (595).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (576).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (269).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (402).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (562).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (358).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (131).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (605).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (251).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (492).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (239).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (487).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (58).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (491).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (627).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (607).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (229).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (343).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (427).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (451).JPG,Apple_scab
Plant_leave_diseases_dataset_without_augmentation/Apple___Apple_scab\image (624).JPG,Apple_scab
